,tweet_text
4956, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
4957, Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  
4958,modi about to conduct a survey of bootlickers and declare nation happy with  DeMonetization  ModiScaredOfParliament
4959, A request  instead of tweeting  amp  posting negative abt  demonetization  pl post tweet abt working ATMs  Banks in ur locality
4960,   PM Modi will go to Parliament armed with millions of Indians  expressing support for  demonetization  2N
4961, A request  instead of tweeting  amp  posting negative abt  demonetization  pl post tweet abt working ATMs  Banks in ur locality
4962, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
4963, Aim of  demonetization laudable  but Govt has no road map2create institutional architecture needed  says   htt 
4964, Demonetization  blackmoney   Every one has been  threatening me to suggest constructively a way out of the    
4965,  i m sure u must hv thought abt it n worked it out Bt blieve me sum pple are tryn to derail d cntry   demonetization
4966, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
4967,CURRENT POLICY OF  DEMONETIZATION WILL HELP PEOPLE 2 SEND MORE MONEY IN  FOREIGNBANKS PM  MODI IS DOING IT AT THE INSTANCE OF  US  APNIPARTY
4968, India Just made a big mistake with its currency ban  Former US treasury secretary  Demonetization 
4969, Demonetization Corruption does not stops here  After such a shock treatment  the situation at state borders remains largely the same 
4970, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
4971, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
4972, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
4973, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
4974, Can t say anything about Productivity but Creativity has increased after  Demonetization  2016  
4975,  Demonetization  its implications  mobile money penetration  Strong Medicine   Black Money in India  
4976, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
4977, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
4978, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
4979,  Continue with your rants against  demonetization  People of Bengal has answered you  LOL Salaam  
4980, Will  apologize to the Nation for spreading rumors about  Demonetization     
4981,    Now nation needs ur voice to support on  demonetization by   comeforward n support
4982,  Now nation needs ur voice to support  demonetization by   comeforward n support Where is ur support now 
4983,  PM Modi will go to Parliament armed with millions of Indians  expressing support for  demonetization  2N
4984, Will FM tell the Nation who R those Current A c holders benifitted after  Demonetization by the Banks   
4985,  Now nation needs ur voice to support  demonetization by   comeforward n support Where is ur support now
4986,  Demonetization    For those who are getting married  RBI 
4987, Must Watch   Delhities Standing in Long Bank Que s Praising PM Modi s  Demonetization  amp  Cursing Thug  htt 
4988,   ed  U 00A0  U 00BD  ed  U 00B1  U 0088  most effected man by  Demonetization Is hit by mental disorder  Retweeting Striyan children s pic as t 
4989, LOL   Real reason is  Demonetization They have no money to celebrate his birthday    ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  
4990, did you have a deal with uber or ola cabs when you launched your stupid odd even drama in Delhi   demonetization
4991, Everyone seems to hate the rich  even the rich hates richer and the richer hates the richest   Demonetization 
4992,Economic Affairs Secretary  to brief media  later today   DeMonetization
4993, And the Oscar goes to  Mr  U 092D  U 093E  U 0935  U 0941  U 0915    ed  U 00A0  U 00BD  ed  U 00B8  U 00A9  ed  U 00A0  U 00BD  ed  U 00B8  U 00A5  ed  U 00A0  U 00BD  ed  U 00B8  U 00A2  ed  U 00A0  U 00BD  ed  U 00B8  U 00AD  demonetization 
4994, New industry set up after  Demonetization converting BlackMoney into White  Purpose already frustrated 
4995, In  Demonetization only small businessman are loosing  corporates Airlines  r still looting us wid mkng white transactions 
4996, Demonetization Past 15 days HOUNDS with unrated POUNDS have been so UNSOUND 
4997, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
4998, A little noticed consequence of  demonetization drive of   is that  valley of Kashmir has gone very quiet  no 
4999, Most recent on  demonetization  felt it should have been in 2 steps  1000 first  after a month or two 500  both secret  sudden
5000,OK   Demonetization will result in brighter future  PM  Modi  via 
5001,  The SAVIOUR   Gives  money To  Farmhouse  Poor Peoples In  Demonetization Check Out  ed  U 00A0  U 00BD  ed  U 00B1  U 0089 
5002, Must Watch   Delhities Standing in Long Bank Que s Praising PM Modi s  Demonetization  amp  Cursing Thug  htt 
5003,Surprisingly  2 weeks have been passed since the announcement of  Demonetization and we could see some factors    
5004,Will FM tell the Nation who R those Current A c holders benifitted after  Demonetization by the Banks   
5005, Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    
5006, Must Watch   Delhities Standing in Long Bank Que s Praising PM Modi s  Demonetization  amp  Cursing Thug  htt 
5007, Must Watch   Delhities Standing in Long Bank Que s Praising PM Modi s  Demonetization  amp  Cursing Thug  htt 
5008, Must Watch   Delhities Standing in Long Bank Que s Praising PM Modi s  Demonetization  amp  Cursing Thug  htt 
5009, A request  instead of tweeting  amp  posting negative abt  demonetization  pl post tweet abt working ATMs  Banks in ur locality
5010,Prices of real estate near recalibrated ATMs have apparently shot up in India   Demonetization  ed  U 00A0  U 00BD  ed  U 00B8  U 008F 
5011,After  Demonetization PM Ji s Minister Publically advised the people to set up such type of Industry 
5012, Kejriwal posts pic of dead robber and claims it s  demonetization related death  How shameless has this man become  
5013,  Demonetization The co operative banking sector in Kerala is as good as a tax haven  Is Kerala a Black Money HQ  
5014,  Demonetization Should India embrace e Wallets  What is an e Wallet       
5015, CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization 
5016, CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization 
5017,  IndiaFightsCorruption The honest feel vindicated by the historic move on  Demonetization    ji   BJP Parliamenta 
5018, Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy 
5019, A request  instead of tweeting  amp  posting negative abt  demonetization  pl post tweet abt working ATMs  Banks in ur locality
5020, We are used to of  demonetization in Russia  we ve been robbed by our government every several years 
5021,   ed  U 00A0  U 00BD  ed  U 00B1  U 0088  most effected man by  Demonetization Is hit by mental disorder  Retweeting Striyan children s pic as t 
5022, Must Watch   Delhities Standing in Long Bank Que s Praising PM Modi s  Demonetization  amp  Cursing Thug  htt 
5023, Will  apologize to the Nation for spreading rumors about  Demonetization     
5024, More than 700 Fish Vendors across Kolkata have started using e wallets  Before  demonetization this number was zero    Thi 
5025,New industry set up after  Demonetization converting BlackMoney into White  Purpose already frustrated 
5026, Must see the inside details of the biggest scam in the history of independent India   demonetization   
5027,Are you agree with  Demonetization  NoteBandi
5028, A little noticed consequence of  demonetization drive of   is that  valley of Kashmir has gone very quiet  no 
5029,   ed  U 00A0  U 00BD  ed  U 00B1  U 0088  most effected man by  Demonetization Is hit by mental disorder  Retweeting Striyan children s pic as t 
5030, Will  apologize to the Nation for spreading rumors about  Demonetization     
5031,From  Reuters   Fitch s view on demonetization and its impact on credit profiles  Fitch  demonetization  India 
5032, Demonetization of high value currency is just beginning of government s deep and continuous struggle against black  
5033,India Just made a big mistake with its currency ban  Former US treasury secretary  Demonetization 
5034,A request  instead of tweeting  amp  posting negative abt  demonetization  pl post tweet abt working ATMs  Banks in ur locality
5035,I m with india  Demonetization
5036, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
5037,  Minor inconvenience  for  major convenience  of Vijay Mallya and friends   demonetization 
5038,Honest ppl r not suffering cos of  demonetization    Thy r suffering cos of poor fund circulation 
5039,L  Summers  big notes in rich countries should be abolished  but banning notes in India was foolish  demonetization 
5040, PM Modi seeks public s view on  demonetization  asks them to take part in the survey on Narendra Modi app  
5041, Indore s collector would like you to shut up about  demonetization  At  we think that is a problem  
5042,  Demonetization  taught me minimalism    Less stuff   More happiness     Thank you Prime Minister     Insights
5043, Retaining all seats of LS and state in Byelection by BJP has proved the people s support on  DeMonetization  It should be abov 
5044, A little noticed consequence of  demonetization drive of   is that  valley of Kashmir has gone very quiet  no 
